run_id,task_id,group_id,replicate,task_key,difficulty,budget_tier,runtime_policy,status_external,status_internal,started_at,finished_at,run_config_path,event_log_path,snapshot_path,report_path,freeze_id,pending_action_type,execution_error
thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01,thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01,static_top1,1,t1_trpcage_denovo_short_peptide,easy,low_cost_first,static_single_candidate,DONE,DONE,2026-05-08T16:26:41+00:00,2026-05-08T16:31:01+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t1-002/run_configs/thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01.jsonl,output/reports/thesis-final-smoke-fourgroup-t1-002_static_top1_t1_trpcage_denovo_short_peptide_r01.json,issue209-baseline-freeze-20260326,replan_confirm,
thesis-final-smoke-fourgroup-t1-002_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01,thesis-final-smoke-fourgroup-t1-002_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01,fixed_threshold_gate,1,t1_trpcage_denovo_short_peptide,easy,low_cost_first,static_threshold_gate,FAILED,FAILED,2026-05-08T16:31:01+00:00,2026-05-08T16:40:42+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t1-002/run_configs/thesis-final-smoke-fourgroup-t1-002_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t1-002_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t1-002_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.jsonl,,issue209-baseline-freeze-20260326,,RuntimeError: auto decision loop exhausted before task reached terminal state
thesis-final-smoke-fourgroup-t1-002_dynamic_no_belief_state_t1_trpcage_denovo_short_peptide_r01,thesis-final-smoke-fourgroup-t1-002_dynamic_no_belief_state_t1_trpcage_denovo_short_peptide_r01,dynamic_no_belief_state,1,t1_trpcage_denovo_short_peptide,easy,low_cost_first,dynamic_observation_only,FAILED,FAILED,2026-05-08T16:40:42+00:00,2026-05-08T16:40:45+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t1-002/run_configs/thesis-final-smoke-fourgroup-t1-002_dynamic_no_belief_state_t1_trpcage_denovo_short_peptide_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t1-002_dynamic_no_belief_state_t1_trpcage_denovo_short_peptide_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t1-002_dynamic_no_belief_state_t1_trpcage_denovo_short_peptide_r01.jsonl,,issue209-baseline-freeze-20260326,,Exception: LLM API 调用失败: Connection error.
thesis-final-smoke-fourgroup-t1-002_lite_belief_state_t1_trpcage_denovo_short_peptide_r01,thesis-final-smoke-fourgroup-t1-002_lite_belief_state_t1_trpcage_denovo_short_peptide_r01,lite_belief_state,1,t1_trpcage_denovo_short_peptide,easy,low_cost_first,lite_belief_state,FAILED,FAILED,2026-05-08T16:40:45+00:00,2026-05-08T16:50:29+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t1-002/run_configs/thesis-final-smoke-fourgroup-t1-002_lite_belief_state_t1_trpcage_denovo_short_peptide_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t1-002_lite_belief_state_t1_trpcage_denovo_short_peptide_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t1-002_lite_belief_state_t1_trpcage_denovo_short_peptide_r01.jsonl,,issue209-baseline-freeze-20260326,,RuntimeError: auto decision loop exhausted before task reached terminal state
