run_id,group_id,replicate,task_key,difficulty,budget_tier,runtime_policy,final_status,success,artifact_complete,lineage_linked,run_config_linked,event_log_linked,snapshot_linked,report_linked,missing_required_artifacts,run_config_path,event_log_path,snapshot_path,report_path,summary_row_id
thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r01,static_top1,1,t3_villin_solubility_stability,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r01.json,b706e90146b1
thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r02,static_top1,2,t3_villin_solubility_stability,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r02.jsonl,output/reports/thesis-final-v1-001_static_top1_t3_villin_solubility_stability_r02.json,bf6bf8b88ae1
thesis-final-v1-001_static_top1_t4_top7_high_cost_structure_r01,static_top1,1,t4_top7_high_cost_structure,hard,high_cost_sensitive,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t4_top7_high_cost_structure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t4_top7_high_cost_structure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t4_top7_high_cost_structure_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t4_top7_high_cost_structure_r01.json,c7027d48065e
thesis-final-v1-001_static_top1_t4_oligomer_budget_pressure_r01,static_top1,1,t4_oligomer_budget_pressure,hard,high_cost_sensitive,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t4_oligomer_budget_pressure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t4_oligomer_budget_pressure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t4_oligomer_budget_pressure_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t4_oligomer_budget_pressure_r01.json,feb27c8d8dc7
thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r01,static_top1,1,t5_trpcage_patchable_length_failure,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r01.json,f6d602a0a478
thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r02,static_top1,2,t5_trpcage_patchable_length_failure,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r02.jsonl,output/reports/thesis-final-v1-001_static_top1_t5_trpcage_patchable_length_failure_r02.json,3ae9ff8f09d2
thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r01,static_top1,1,t6_remote_structure_service_degraded,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r01.json,5866493c9a0d
thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r02,static_top1,2,t6_remote_structure_service_degraded,medium,standard,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r02.jsonl,output/reports/thesis-final-v1-001_static_top1_t6_remote_structure_service_degraded_r02.json,259b3b15dd51
thesis-final-v1-001_static_top1_t7_top7_suffix_replan_r01,static_top1,1,t7_top7_suffix_replan,hard,high_cost_sensitive,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t7_top7_suffix_replan_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t7_top7_suffix_replan_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t7_top7_suffix_replan_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t7_top7_suffix_replan_r01.json,740fdfcb419f
thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r01,static_top1,1,t8_forbidden_motif_safety_probe,easy,low_cost_first,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r01.jsonl,output/reports/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r01.json,a073fb9b4e4f
thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r02,static_top1,2,t8_forbidden_motif_safety_probe,easy,low_cost_first,static_single_candidate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r02.jsonl,output/reports/thesis-final-v1-001_static_top1_t8_forbidden_motif_safety_probe_r02.json,7f563e8144d4
thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01,fixed_threshold_gate,1,t1_trpcage_denovo_short_peptide,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r01.json,f30d875ae35b
thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r02,fixed_threshold_gate,2,t1_trpcage_denovo_short_peptide,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t1_trpcage_denovo_short_peptide_r02.json,2a28de220221
thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r01,fixed_threshold_gate,1,t1_villin_like_helix_bundle,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r01.json,6382caaa5864
thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r02,fixed_threshold_gate,2,t1_villin_like_helix_bundle,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t1_villin_like_helix_bundle_r02.json,dfddadafffed
thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01,fixed_threshold_gate,1,t2_trpcage_sequence_eval,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01.json,2c8c377e753d
thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r02,fixed_threshold_gate,2,t2_trpcage_sequence_eval,easy,low_cost_first,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r02.json,07d8511865b3
thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r01,fixed_threshold_gate,1,t2_ubiquitin_sequence_eval,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r01.json,4dda13f1fbfc
thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r02,fixed_threshold_gate,2,t2_ubiquitin_sequence_eval,medium,standard,static_threshold_gate,RUNNING,False,True,True,True,True,True,False,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t2_ubiquitin_sequence_eval_r02.jsonl,,c1355143e02b
thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r01,fixed_threshold_gate,1,t3_gb1_stability_optimization,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r01_denovo.md,1f8a2ce01c45
thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r02,fixed_threshold_gate,2,t3_gb1_stability_optimization,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t3_gb1_stability_optimization_r02_denovo.md,156e4c5c9be4
thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r01,fixed_threshold_gate,1,t3_villin_solubility_stability,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r01.json,a6c7c3708e09
thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r02,fixed_threshold_gate,2,t3_villin_solubility_stability,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t3_villin_solubility_stability_r02.json,35c927ad2ca9
thesis-final-v1-001_fixed_threshold_gate_t4_top7_high_cost_structure_r01,fixed_threshold_gate,1,t4_top7_high_cost_structure,hard,high_cost_sensitive,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t4_top7_high_cost_structure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t4_top7_high_cost_structure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t4_top7_high_cost_structure_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t4_top7_high_cost_structure_r01.json,27f8582ad3e5
thesis-final-v1-001_fixed_threshold_gate_t4_oligomer_budget_pressure_r01,fixed_threshold_gate,1,t4_oligomer_budget_pressure,hard,high_cost_sensitive,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t4_oligomer_budget_pressure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t4_oligomer_budget_pressure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t4_oligomer_budget_pressure_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t4_oligomer_budget_pressure_r01.json,d67e8492e715
thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r01,fixed_threshold_gate,1,t5_trpcage_patchable_length_failure,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r01.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r01.json,dcdf71ac9bf3
thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r02,fixed_threshold_gate,2,t5_trpcage_patchable_length_failure,medium,standard,static_threshold_gate,DONE,True,True,True,True,True,True,True,[],output/experiment/thesis-final-matrix/thesis-final-v1-001/run_configs/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r02.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r02.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r02.jsonl,output/reports/thesis-final-v1-001_fixed_threshold_gate_t5_trpcage_patchable_length_failure_r02.json,22a4e8d5be3e
