run_id,task_id,group_id,replicate,task_key,difficulty,budget_tier,runtime_policy,status_external,status_internal,started_at,finished_at,run_config_path,event_log_path,snapshot_path,report_path,freeze_id,pending_action_type,execution_error
thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01,thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01,static_top1,1,t2_trpcage_sequence_eval,easy,low_cost_first,static_single_candidate,DONE,DONE,2026-05-09T12:33:52+00:00,2026-05-09T12:36:49+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t4-full-diagnostic-001/run_configs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01.jsonl,output/reports/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_static_top1_t2_trpcage_sequence_eval_r01.json,issue209-baseline-freeze-20260326,,
thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01,thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eva,fixed_threshold_gate,1,t2_trpcage_sequence_eval,easy,low_cost_first,static_threshold_gate,DONE,DONE,2026-05-09T12:36:49+00:00,2026-05-09T12:42:36+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t4-full-diagnostic-001/run_configs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eva.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eva.jsonl,output/reports/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_fixed_threshold_gate_t2_trpcage_sequence_eva.json,issue209-baseline-freeze-20260326,,
thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_eval_r01,thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_,dynamic_no_belief_state,1,t2_trpcage_sequence_eval,easy,low_cost_first,dynamic_observation_only,DONE,DONE,2026-05-09T12:42:36+00:00,2026-05-09T12:45:37+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t4-full-diagnostic-001/run_configs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_.jsonl,output/reports/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_dynamic_no_belief_state_t2_trpcage_sequence_.json,issue209-baseline-freeze-20260326,,
thesis-final-smoke-fourgroup-t4-full-diagnostic-001_lite_belief_state_t2_trpcage_sequence_eval_r01,thesis-final-smoke-fourgroup-t4-full-diagnostic-001_lite_belief_state_t2_trpcage_sequence_eval_r,lite_belief_state,1,t2_trpcage_sequence_eval,easy,low_cost_first,lite_belief_state,FAILED,FAILED,2026-05-09T12:45:37+00:00,2026-05-09T12:49:46+00:00,output/experiment/thesis-final-matrix-smoke/thesis-final-smoke-fourgroup-t4-full-diagnostic-001/run_configs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_lite_belief_state_t2_trpcage_sequence_eval_r01.json,/home/yurikon/Documents/thesis/thesis-project.dev/data/logs/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_lite_belief_state_t2_trpcage_sequence_eval_r.jsonl,/home/yurikon/Documents/thesis/thesis-project.dev/data/snapshots/thesis-final-smoke-fourgroup-t4-full-diagnostic-001_lite_belief_state_t2_trpcage_sequence_eval_r.jsonl,,issue209-baseline-freeze-20260326,,Exception: LLM API 调用失败: Connection error.
